id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
75590,Amazing nature location by a lake,397766,Peter,,Skarpnäcks,59.30117,18.12833,Entire home/apt,949,30,10,2016-07-08,0.09,1,178,0,
109193,Live by the ocean,564237,Lennart,,Östermalms,59.3164,18.16112,Entire home/apt,1800,10,31,2022-07-10,0.24,1,0,1,
149587,Modern house 15min from city centre,721536,Teymur,,Rinkeby-Tensta,59.4025,17.98828,Entire home/apt,1966,4,10,2019-08-20,0.08,1,261,0,
164448,Double room in central Stockholm with Wi-Fi,784312,Li,,Södermalms,59.31389,18.06087,Private room,864,3,345,2022-09-13,2.54,2,163,27,
170651,Petit Charm Rooftop next to heaven,814021,Marie,,Södermalms,59.31702,18.02946,Entire home/apt,957,4,41,2022-05-30,0.30,1,223,4,
206221,Doubleroom at Södermalm &trendySofo,1022374,Elisabeth,,Södermalms,59.31074,18.08128,Shared room,669,3,79,2019-12-08,0.60,1,266,0,
220851,One room in appartement,412283,Fredric,,Kungsholmens,59.33351,18.03693,Private room,700,3,58,2022-07-01,0.43,1,315,8,
227940,Tantra house Stockholm 2 jaccuzzis,1189021,Kent,,Skarpnäcks,59.23193,18.20425,Private room,6950,1,0,,,2,365,0,
238411,Cozy apartment in central Stockholm,1250232,Mia,,Norrmalms,59.33872,18.05131,Entire home/apt,1344,1,111,2016-12-13,0.84,1,52,0,
242188,Single room in central Stockholm with Wi-Fi,784312,Li,,Södermalms,59.31198,18.06076,Private room,764,2,345,2022-09-20,2.67,2,169,29,
273906,Penthouse in central Stockholm,1432722,Rodrigo,,Södermalms,59.30543,18.10771,Entire home/apt,2799,6,8,2018-07-07,0.06,1,266,0,
299154,Cosy apartment central at Sodermalm,1541953,Daniel,,Södermalms,59.31846,18.07042,Entire home/apt,895,2,571,2022-09-14,5.06,1,119,25,
301680,one cosy double room for rent,1554143,Anitta,,Älvsjö,59.27635,17.99165,Private room,750,1,36,2022-04-29,0.29,2,365,1,
302496,"Spacious, bright, unique apartment",1557657,Seta,,Norrmalms,59.34685,18.06056,Entire home/apt,3000,5,81,2022-08-27,0.65,1,293,11,
313763,Excellent location in the city center,1533849,Martin P.,,Norrmalms,59.34283,18.0493,Private room,430,3,51,2019-09-26,0.41,1,0,0,
385701,"Terrace house in Stockholm, Farsta",1930434,Alex,,Farsta,59.25094,18.09676,Entire home/apt,1200,7,8,2022-08-05,0.09,1,0,1,
438129,Bunk bed close by Alvsjo Exhibition,914316,Ea,,Enskede-Årsta-Vantörs,59.26424,18.02277,Private room,350,1,24,2022-07-02,0.19,2,297,2,
442837,Modern single room in Stockholm with Wi-fi,2200827,Jo,,Hägersten-Liljeholmens,59.31059,18.02369,Private room,571,2,97,2022-07-24,0.77,1,4,1,
445370,Lägenhet 1 rum egen ingång från gatan.,721314,Petri,,Skärholmens,59.27287,17.93311,Entire home/apt,351,7,23,2022-08-24,0.28,1,250,5,
451155,Spacious house in Stockholm,2240860,Malin,,Enskede-Årsta-Vantörs,59.28003,18.05527,Entire home/apt,1500,3,25,2022-07-24,0.21,1,299,1,
475409,CHARMING 1 Bed Room in City Center (share),2356697,Cor,,Södermalms,59.31412,18.08274,Private room,498,3,44,2017-06-29,0.35,1,0,0,
478105,• ARTISTIC PENTHOUSE NEAR CITY CENTER,1756346,Christian,,Hägersten-Liljeholmens,59.30177,17.99189,Entire home/apt,1190,6,31,2018-11-24,0.27,1,278,0,
516997,High privacy 10 min from Stockholm,2544008,Helena And Björn,,Östermalms,59.37656,18.11029,Entire home/apt,2843,7,5,2018-06-22,0.05,1,0,0,
528377,Private bedroom with internet.,2595675,Lilian,,Skarpnäcks,59.25633,18.17523,Private room,224,1,95,2022-08-16,0.77,1,267,29,
533880,Nice room Erik Dahlbergsgatan,2624450,Jarl,,Östermalms,59.34412,18.08957,Private room,601,10,105,2018-08-08,0.84,1,0,0,
539747,"Lovely villa, with cinema, gym and jacuzzi!",2651868,Helena,,Skarpnäcks,59.27728,18.1186,Entire home/apt,2400,6,0,,,1,138,0,
560308,Great 2 bedroom apartment Stockholm,2755002,Checkin,,Bromma,59.33536,17.97669,Entire home/apt,1437,2,11,2022-08-16,0.09,3,321,3,
565912,Savor Sea Views at a Sweet Retreat with Heaving Bookshelves,2782963,Patrik,,Hägersten-Liljeholmens,59.31711,18.00519,Entire home/apt,2567,7,21,2021-08-07,0.19,1,94,0,
568341,Junior 1 bedroom Apartment Stockholm 2,2755002,Checkin,,Kungsholmens,59.33583,18.02983,Entire home/apt,1038,2,8,2022-07-12,0.09,3,308,4,
581243,Great Room in City Center,2860556,Edwin,,Östermalms,59.33894,18.0919,Private room,490,1,645,2022-08-09,5.20,1,0,53,
599331,Stockholm island suburb of Lidingö,2965109,Camilla,,Östermalms,59.34772,18.16693,Private room,270,5,48,2022-09-01,0.44,1,50,12,
647314,Large and beautiful bedroom in central Södermalm.,3237232,Mallika,,Södermalms,59.31614,18.06266,Private room,852,2,297,2022-02-13,2.43,2,86,10,
687247,Luxury apartment - Old Town,3507028,Pontus,,Södermalms,59.32472,18.06776,Entire home/apt,2600,6,24,2022-09-03,0.26,1,153,5,
689112,"Villa Livsro, friendly retreat center",3519247,Carina,,Skarpnäcks,59.23081,18.20182,Shared room,590,2,3,2016-05-15,0.03,1,146,0,
698677,Room to rent 15 min from Stockholm!,3581710,Sara,,Bromma,59.35626,17.9884,Private room,857,1,14,2022-09-04,0.11,1,364,2,
763407,Cozy flat in central Stockholm,3549257,Gabriella,,Norrmalms,59.34489,18.05216,Entire home/apt,1850,3,97,2022-07-03,0.84,1,52,3,
776155,Unique exclusive quiet penthouse/loft,3963441,Ann-Sofie,,Norrmalms,59.34353,18.05081,Entire home/apt,1800,5,22,2018-10-09,0.19,1,81,0,
785218,Unique 3 floor Town House,4139711,Fredrik,,Kungsholmens,59.32142,17.99469,Entire home/apt,1500,5,17,2022-08-15,0.15,1,44,6,
810344,Style and charm heart of Stockholm,3189338,Lisa,,Östermalms,59.33591,18.08483,Entire home/apt,1600,4,127,2022-09-02,1.10,1,356,15,
838442,City Backpackers  - 6 Bed Apartment with Sauna,4380521,Joakim,,Norrmalms,59.33593,18.05542,Entire home/apt,2469,1,56,2022-09-01,0.70,3,282,8,
858902,Single room-city centre of Sthlm G,4495747,Lotta,,Östermalms,59.33884,18.08536,Private room,820,4,37,2022-09-04,0.32,1,0,2,
860017,"Unique Haven, irresistible Seaview over Stockholm",4504022,Johanna,,Östermalms,59.37386,18.08861,Entire home/apt,3500,3,10,2021-08-12,0.10,5,364,0,
903577,Eget rum. Gångavstånd till Globen shopping,4830362,Jeanette,,Enskede-Årsta-Vantörs,59.28674,18.0953,Private room,625,1,19,2022-09-06,0.25,1,168,13,
904739,Studio in city center,713422,Menaf,,Södermalms,59.31636,18.02743,Entire home/apt,750,4,80,2022-09-12,0.72,1,55,11,
916806,Unique place with panoramic view!!,4922434,Julia,,Skärholmens,59.27977,17.89568,Entire home/apt,601,3,311,2022-09-06,2.69,3,299,21,
933838,"Private studio in Huddinge, Stkhlm",5035393,Tomas,,Farsta,59.23048,18.07678,Private room,675,2,87,2022-08-20,0.76,2,251,18,
938423,Exclusive Stockholm Home with Fantastic Sea View,5068833,Mikaela,,Östermalms,59.38777,18.08357,Entire home/apt,3000,10,12,2019-08-03,0.14,1,84,0,
938750,Penthouse in Stockholm,4664327,Peter,,Södermalms,59.31577,18.07724,Private room,3000,14,1,2013-11-09,0.01,1,365,0,
954832,Central Stockholm studio - also for longer stays,4059782,Mikael,,Kungsholmens,59.33567,18.03108,Entire home/apt,960,3,244,2022-09-15,2.13,1,290,19,
960991,Unique ROOM w irresistible Seaview over Stockholm,4504022,Johanna,,Östermalms,59.37191,18.08923,Private room,550,2,30,2022-02-10,0.28,5,237,2,
974175,Turn of the century - Vasastan,67255,Sofie & Jesper,,Norrmalms,59.34463,18.04589,Entire home/apt,1849,6,130,2022-08-11,1.16,1,84,4,
1041103,Aspudden Close to the city.,5731936,Karoline,,Hägersten-Liljeholmens,59.31096,18.00796,Private room,500,4,52,2022-09-01,0.46,1,111,8,
1048260,Charming & bohemic 1 bedroom flat,5770735,Annika,,Skarpnäcks,59.29782,18.08865,Entire home/apt,700,3,81,2022-08-20,0.71,1,321,8,
1054406,Spacious safe scenic near Stockholm,5806608,Thomas,,Älvsjö,59.27347,17.958,Entire home/apt,1050,3,161,2022-09-18,1.73,1,346,33,
1072335,"Room 4 rent, high Qal to non smoker",5872855,Julia,,Hässelby-Vällingby,59.36147,17.86602,Private room,320,7,26,2022-08-27,0.23,3,279,1,
1096827,Charming flat in the Garden-suburb,6027093,Anita,,Enskede-Årsta-Vantörs,59.28454,18.0866,Entire home/apt,800,4,52,2022-08-05,0.46,1,4,7,
1110063,Familjevänligt hus nära city,6093078,Nathalie,,Östermalms,59.36182,18.12288,Entire home/apt,3400,5,2,2021-08-14,0.14,1,280,0,
1126893,Stylish apartment in central Sthlm w water view,6182136,Linus,,Kungsholmens,59.32769,18.0365,Entire home/apt,1300,4,32,2018-12-02,0.28,1,49,0,
1139359,Big & modern with unbeatable location in SoFo/City,6249330,Cecilia Maria,,Södermalms,59.31341,18.07712,Entire home/apt,3200,4,5,2018-04-04,0.08,1,22,0,
1153177,Lovely Apartment Central Stockholm,6319741,Terry,,Östermalms,59.34453,18.08507,Entire home/apt,3200,6,139,2022-09-15,1.23,1,320,11,
1158893,Quiet Oasis Near Central Stockholm,2043953,Dany,,Hägersten-Liljeholmens,59.2932,17.95069,Entire home/apt,3495,3,96,2022-09-03,0.94,1,245,13,
1165023,OPEN (70m2) SUNNY SOFO FLAT for 4 with BALCONY!,2003536,Elizabeth,,Södermalms,59.30852,18.08129,Entire home/apt,789,3,37,2017-09-03,0.35,1,0,0,
1166419,Central apartement in Stockholm!,6387456,Margit,,Norrmalms,59.34858,18.05753,Entire home/apt,850,5,15,2022-08-01,0.14,1,34,2,
1168964,Big bright bedroom - FEMALE guest! Only 1 person!,4640226,Leila,,Skarpnäcks,59.26466,18.12983,Private room,417,1,57,2022-09-10,0.50,1,4,15,
1170669,House with garden close to city,6409405,Jennie,,Enskede-Årsta-Vantörs,59.28332,18.04978,Entire home/apt,1800,3,7,2022-07-24,0.06,1,266,3,
1170766,A Studio at Mariaberget,6409820,Annika,,Södermalms,59.32047,18.05648,Private room,750,3,177,2022-08-28,1.56,1,172,17,
1170802,Ljust rum nära city,5809604,Petra,,Skarpnäcks,59.28966,18.10292,Private room,330,3,6,2022-09-17,1.73,1,0,6,
1173290,Great attic quiet apt in SthlmCity,6422311,Christian,,Norrmalms,59.34001,18.02843,Entire home/apt,1497,28,23,2015-08-10,0.21,2,335,0,
1194411,"'Where thou art, that is home.'",2210998,Clarisse,,Skarpnäcks,59.30141,18.1274,Entire home/apt,1050,2,14,2019-07-27,0.13,1,205,0,
1204621,Room in Gärdet for 1-2 people,6580202,Nettan,,Östermalms,59.34636,18.11033,Private room,450,1,130,2020-02-06,1.18,1,0,0,
1209515,A room in Swedish Tuscany (Stockh),6605921,Nana,,Östermalms,59.31468,18.16968,Private room,432,2,51,2022-08-18,0.45,1,98,7,
1228583,Södermalm - outstanding view,6701871,Linda,,Södermalms,59.31016,18.05401,Entire home/apt,950,3,18,2022-08-18,0.31,1,0,4,
1231897,Room for rental in Stockholm,6718202,Alexander,,Skarpnäcks,59.2753,18.13421,Private room,857,2,32,2019-09-02,0.28,1,364,0,
1232203,Radhus i Järvastaden/Sundbyberg,6719552,Lina,,Rinkeby-Tensta,59.385,17.97732,Entire home/apt,1500,14,3,2022-07-30,0.04,1,331,1,
1234109,Charming top floor ap with balcony,6729867,Nathalie,,Kungsholmens,59.33262,18.03513,Entire home/apt,1264,5,31,2022-08-18,0.28,1,112,4,
1234960,"Amazing, child friendly house with  large garden",6246528,Jacob,,Enskede-Årsta-Vantörs,59.28009,18.06047,Entire home/apt,3000,3,82,2022-08-25,0.79,1,235,12,
1250227,Idyllic apartment in central Stockh,6812616,Per,,Östermalms,59.34199,18.06906,Entire home/apt,700,90,23,2019-04-05,0.21,1,275,0,
1251666,10min walk to Stockholm City Center,6819493,Marie-Andree,,Östermalms,59.35087,18.06241,Entire home/apt,875,5,0,,,1,115,0,
1252195,Idyllic beachfront near Stockholm city,6822084,Emma,,Östermalms,59.3766,18.08051,Entire home/apt,4500,6,7,2021-08-04,0.11,2,88,0,
1254130,Attic in the heart of Stockholm,6832481,Amalia,,Norrmalms,59.34153,18.06322,Entire home/apt,1250,20,28,2022-08-15,0.25,1,81,3,
1255668,"Seawiew, and a private terrace - 15 min to city!",6839874,Sandra,,Kungsholmens,59.32357,17.98983,Entire home/apt,1500,6,28,2022-08-12,0.25,1,127,4,
1258584,"Unique VIlla ""in the city""",6854622,Maria & Robert,,Kungsholmens,59.31886,17.98479,Private room,3496,7,0,,,1,365,0,
1262188,Sunny Södermalm - central family apartment!,6873897,Karin,,Södermalms,59.31382,18.06254,Entire home/apt,1600,5,56,2022-08-05,0.50,1,0,3,
1263558,101 sqm in central Stockholm,6879406,Carl,,Norrmalms,59.34607,18.06306,Entire home/apt,1500,12,9,2022-08-09,0.10,1,228,1,
1264057,Apartment 3 km from city center,6882378,Sandra,,Norrmalms,59.34946,18.02727,Entire home/apt,464,150,29,2022-07-22,0.26,1,106,3,
1267540,Cozy family flat in Hornstull,6305220,Nalvia,,Södermalms,59.31815,18.0301,Entire home/apt,1000,5,2,2022-07-30,0.05,1,0,1,
1271843,Trendy and stylish Södermalm,6922243,André,,Södermalms,59.31664,18.05903,Private room,1171,2,159,2022-09-11,1.47,1,5,14,
1307331,Nice townhouse close to Stockholm C,7107147,Marcus,,Hägersten-Liljeholmens,59.30438,17.96837,Entire home/apt,2185,3,26,2020-01-09,0.23,1,90,0,
1323752,90 m2 family flat mid Södermalm,7185274,Linda,,Södermalms,59.31323,18.05996,Entire home/apt,2210,6,4,2014-11-15,0.04,1,62,0,
1334246,"B&B i Centrala Södermalm,Stockholm",7236601,Mia,,Södermalms,59.31313,18.05693,Private room,722,7,98,2022-06-30,1.11,1,235,1,
1341533,Bed & Breakfast on Mariaberget,5866335,Per J,,Södermalms,59.32068,18.06563,Private room,600,1,88,2022-06-03,0.80,2,0,20,
1346831,As central you wish and get,7306850,Patrick,,Södermalms,59.3171,18.07208,Entire home/apt,905,4,356,2022-09-16,3.19,1,296,37,
1369232,Nice room close to downtown,7425669,Håkan,,Skarpnäcks,59.29562,18.09225,Private room,450,2,98,2022-07-18,0.88,1,254,10,
1381616,"Stockholm, Östermalm w yard & hen!",6120456,Viktoria,,Östermalms,59.35365,18.09849,Entire home/apt,3000,6,23,2018-07-07,0.21,1,364,0,
1417777,"Very small room, very central",7638228,Sara,,Kungsholmens,59.32916,18.02933,Private room,700,2,41,2022-09-24,0.47,1,355,8,
1469714,"",4361489,Jonas,,Skarpnäcks,59.28659,18.11973,Entire home/apt,3000,3,67,2022-08-14,0.62,1,117,8,
1486023,Newly renovated and close to metro.,7948578,Amaniel,,Skarpnäcks,59.26545,18.13086,Private room,354,2,193,2022-05-14,1.74,1,280,5,
1497100,Ett rum i min mysiga lägenhet,8000729,Catherine,,Skarpnäcks,59.27643,18.13432,Private room,450,2,93,2022-05-27,0.91,1,269,1,
1514308,Eget rum i Stockholm.,8085644,Lidia,,Enskede-Årsta-Vantörs,59.2596,18.02515,Private room,824,1,0,,,1,0,0,
1523852,Nice Villa on Lidingö,7553496,Tryggve,,Östermalms,59.34151,18.17262,Entire home/apt,2750,4,10,2022-08-10,0.12,1,261,1,
1526905,Townhouse in beautiful Stockholm,8127405,Susanna & Markus,,Skärholmens,59.27477,17.8875,Entire home/apt,999,6,11,2022-08-09,0.15,1,0,3,
1553258,1909's charming house with garden,8271834,Annette,,Enskede-Årsta-Vantörs,59.2846,18.09112,Entire home/apt,1740,4,17,2019-07-23,0.17,1,0,0,
1578027,1/4-Student/Int-ship-room 15 min to Stockholm City,8387566,Mats,,Hägersten-Liljeholmens,59.30522,17.97684,Private room,382,7,13,2022-08-07,0.14,3,116,2,
1595682,New renovated old town apartment,7262219,Charlie,,Södermalms,59.32443,18.07014,Entire home/apt,1743,3,166,2022-09-06,1.95,1,16,16,
1608473,Stockholm city cosy small apartment,7596150,Marie,,Norrmalms,59.34631,18.05536,Entire home/apt,863,90,59,2022-07-31,0.59,1,206,1,
1629766,Great room & 10 minutes t downtown,8662135,Per,,Bromma,59.33486,17.98574,Private room,580,2,77,2022-09-04,0.76,2,190,13,
1634582,Stay in the unique Old town!,8682987,Annika,,Södermalms,59.32465,18.07507,Entire home/apt,1690,3,197,2020-02-21,2.03,1,74,0,
1636267,Nice room in the very city,8690323,Marina,,Norrmalms,59.33775,18.05382,Private room,600,2,262,2019-12-14,2.41,1,0,0,
1661738,2 Room Strandv-Stureplan-Östermalm Chic Best City,8643876,Ann & Lars,,Östermalms,59.33384,18.07844,Entire home/apt,949,180,1,2019-12-22,0.03,1,365,0,
1695375,Room for two in Hornstull,6258710,Jennie,,Hägersten-Liljeholmens,59.30509,18.01309,Private room,600,2,50,2019-06-04,0.47,1,232,0,
1698887,Spacious flat in central Stockholm,8971123,Mia And Christer,,Södermalms,59.31729,18.06978,Entire home/apt,2000,3,7,2022-06-06,0.08,1,4,1,
1750830,Rooms with double beds,9210474,Jonas,,Södermalms,59.31862,18.06506,Private room,891,3,205,2022-09-14,2.33,1,332,28,
1832274,Master bedroom with own shower and living room.,9582412,Olivia,,Norrmalms,59.34187,18.06158,Private room,514,1,46,2022-09-16,0.61,1,7,14,
1840491,Double room with private bathroom,9618596,Ami,,Södermalms,59.31682,18.05794,Private room,790,3,204,2022-08-10,2.03,1,235,8,
1899299,Apartment with balcony in SoFo,9864929,Anna,,Södermalms,59.31455,18.08412,Entire home/apt,1100,2,24,2019-10-20,0.27,1,0,0,
1907736,Nice apartment in Stockholm,8060806,Daniel,,Skarpnäcks,59.22058,18.14086,Private room,330,1,9,2018-07-03,0.08,2,1,0,
1909266,Modern lake front villa with large pool,515561,Stefan,,Älvsjö,59.27087,17.971,Entire home/apt,4000,3,14,2022-08-20,0.14,1,263,1,
1976424,Spacious family villa - Bromma,10193488,Magnus,,Bromma,59.32446,17.93298,Entire home/apt,1000,3,2,2015-08-15,0.02,1,0,0,
1981087,Quiet room nearby nature and town,6339311,Ulrike,,Skärholmens,59.29226,17.92663,Private room,600,2,97,2022-09-22,0.92,2,360,12,
1987813,Cosy place near nature and town incl ecobreakfast,6339311,Ulrike,,Skärholmens,59.29336,17.92649,Private room,600,2,55,2021-08-07,0.53,2,359,0,
2015509,Large colorful and bright family home,9028233,Filip,,Södermalms,59.31926,18.04005,Entire home/apt,3059,4,58,2022-08-05,0.57,1,0,5,
2049610,Cosy and elegant flat for families + wifi,10505049,Stefan,,Norrmalms,59.34387,18.03548,Entire home/apt,1650,5,7,2021-08-11,0.21,1,26,0,
2082364,"80m2  Bright, Spacious apartment - Trendy location",5418555,Sindy,,Enskede-Årsta-Vantörs,59.29695,18.08046,Entire home/apt,2000,5,4,2018-07-06,0.06,1,0,0,
2122036,Modern home next to Stureplan,10295304,Tina,,Norrmalms,59.33819,18.06881,Entire home/apt,850,90,101,2020-09-17,0.97,1,82,0,
2143143,Cottage house close to Stockholm,10938497,Tina,,Hässelby-Vällingby,59.3855,17.74414,Entire home/apt,464,30,36,2021-07-24,0.36,1,363,0,
2166026,Stockholm house close to fair/town,4455221,Janu,,Enskede-Årsta-Vantörs,59.26965,18.06399,Entire home/apt,2613,2,239,2022-09-16,2.40,2,257,34,
2176443,"Trendy, cosy Stockholm: near to all",3429907,Ella,,Södermalms,59.31691,18.06119,Private room,450,10,64,2022-08-01,0.61,1,102,2,
2190867,Charming and spacious with balcony,11173110,Carina,,Södermalms,59.31128,18.06236,Entire home/apt,2500,2,95,2022-09-11,0.91,1,27,17,
2241162,Stylish flat in upscale city centre,10152883,Martina,,Norrmalms,59.34772,18.06245,Entire home/apt,1600,7,12,2019-05-04,0.12,1,0,0,
2450331,Central apartment,12529935,Mikael,,Norrmalms,59.34496,18.05438,Entire home/apt,1050,4,161,2022-09-15,1.93,1,318,31,
2466035,Central lägenhet,12608827,Anna,,Kungsholmens,59.33677,18.0272,Entire home/apt,990,7,8,2018-09-16,0.09,1,365,0,
2466500,Compact living in Södermalm - SoFo,9169254,Monica,,Södermalms,59.30908,18.0786,Entire home/apt,999,3,70,2022-07-10,0.67,1,50,12,
2508990,Studio apartment in quiet area,12840873,Odd,,Kungsholmens,59.3326,17.99644,Entire home/apt,700,3,36,2015-09-02,0.36,1,0,0,
2533326,"Lummigt, lugnt och Citynära",12975156,Johan,,Älvsjö,59.27697,17.9715,Entire home/apt,1200,5,17,2019-08-03,0.17,1,62,0,
2537297,Beautiful apartment,6922769,Henrik,,Bromma,59.33362,17.98046,Entire home/apt,700,14,41,2021-10-31,0.40,1,0,1,
2557713,Amazing 3 BR.Perfect for families!,6944102,Marie,,Södermalms,59.31434,18.06096,Entire home/apt,2200,3,112,2022-08-06,1.09,1,123,13,
2589346,Close to city & nature. Calm area.,2203983,Annelie,,Hägersten-Liljeholmens,59.3088,17.9891,Private room,382,30,12,2022-07-16,0.14,1,93,2,
2624356,Modern 4 room apartment Stockholm,13441032,Peter,,Kungsholmens,59.3398,18.00785,Entire home/apt,1602,2,19,2022-07-29,0.19,1,296,6,
2625798,Villa ten min. from Stockholm city,6504543,Lisa,,Östermalms,59.39071,18.05321,Entire home/apt,1709,30,10,2019-07-31,0.11,1,281,0,
2639392,Bright cozy room in Stockholm!,3418393,Teresia,,Farsta,59.26278,18.07926,Private room,419,2,109,2022-09-11,1.11,1,233,10,
2643330,Charming villa close to city center,13293700,Jenny,,Bromma,59.34257,17.89328,Entire home/apt,1700,4,22,2022-08-13,0.29,1,0,5,
2647595,Studio at Östermalm,7976790,Per,,Östermalms,59.33761,18.10043,Entire home/apt,623,3,319,2022-09-09,3.43,1,277,49,
2649371,Green Room in Monica´s palace,6173224,Monica,,Rinkeby-Tensta,59.3853,17.92357,Private room,162,60,41,2022-07-03,0.40,2,63,1,
2650231,"Apartment Södermalm, Stockholm",13566516,Ella,,Södermalms,59.3201,18.05927,Entire home/apt,1600,2,23,2022-09-11,0.35,1,81,4,
2668289,3R apt close to Södermalm,13658686,Elin,,Södermalms,59.30371,18.09832,Entire home/apt,1058,4,72,2022-08-30,0.71,1,0,5,
2682351,Spacious and comfortable room in central Stockholm,13731960,David,,Norrmalms,59.34708,18.04624,Private room,600,3,117,2022-09-05,1.14,1,1,12,
2695984,Magic Trendy City Flat &lt;3,13799080,Evelyn,,Södermalms,59.30755,18.08037,Entire home/apt,999,1,169,2019-11-03,1.66,1,233,0,
2700523,Centrally located for 3 ( possible 4 ) people,13819048,Oscar,,Kungsholmens,59.33785,18.0244,Entire home/apt,2000,5,15,2022-03-08,0.18,1,267,2,
2713653,35 sqm city flat in the heart of Kungsholmen,13887019,Martin,,Kungsholmens,59.33017,18.03628,Entire home/apt,1200,90,10,2019-06-05,0.10,1,267,0,
2715352,Waterfront apartment city center for 5 pers,13894935,Lina,,Södermalms,59.31951,18.03471,Entire home/apt,1943,2,38,2022-07-27,0.38,1,1,5,
2774449,Fun and Vibrant Apartment on Artsy Södermalm Island,11724857,Ann,,Södermalms,59.31899,18.07417,Entire home/apt,1700,120,12,2021-06-27,0.12,2,258,0,
2845289,Fantastiskt hus i underbart läge,14551832,Marcus,,Bromma,59.32676,17.93197,Entire home/apt,1950,3,1,2022-07-04,0.36,1,359,1,
2856241,Charming 4-bedroom apt Sthlm City,14602075,Malin,,Norrmalms,59.33725,18.05207,Entire home/apt,2720,2,59,2022-07-17,0.58,1,151,5,
2880914,Central apartment in Stockholm City,14220379,Isabella,,Norrmalms,59.33941,18.05046,Entire home/apt,499,5,161,2021-07-31,1.58,1,146,0,
2913195,Cozy flat in downtown Stockholm,14880177,Misagh,,Södermalms,59.31631,18.08022,Entire home/apt,300,10,2,2014-08-20,0.02,1,316,0,
2917399,"Stockholm, SOFO; near Old Town.",679557,Philo And Lars,,Södermalms,59.30884,18.0841,Entire home/apt,1510,4,4,2022-07-25,0.05,1,0,1,
2964773,Very nice and bright apartment,14936169,Birgitta,,Bromma,59.35445,17.99872,Private room,450,3,77,2022-08-03,0.76,1,238,6,
2995648,Experience more,8098890,Robin,,Södermalms,59.31512,18.06252,Entire home/apt,2706,3,119,2022-09-19,1.17,20,48,14,
3008038,Spacious 3 room apt on Södermalm,4306005,Fredrik,,Södermalms,59.30812,18.06417,Entire home/apt,2100,2,41,2022-07-30,0.41,1,281,5,
3023612,Room in private house w. private en-suite bathroom,8483582,Tommy,,Älvsjö,59.2769064885069,18.001043053269584,Private room,1200,2,0,,,1,365,0,
3039106,"A one-of-a-kind apartment, overlooking the park",6790299,Magnus,,Norrmalms,59.34316,18.04366,Entire home/apt,1750,5,32,2022-07-29,0.32,1,23,6,
3051051,"Trevlig villa med bubbelpool, 10 min fr Sthlm city",15531904,Shabnam,,Rinkeby-Tensta,59.41038,17.95613,Entire home/apt,2000,28,1,2022-06-27,0.33,1,49,1,
3078275,Charming apartment Stockholm Södermalm,15665764,Per,,Södermalms,59.31748,18.06349,Entire home/apt,2400,14,17,2019-08-09,0.17,1,327,0,
3092226,"Centralt Stockholm, 5 rum",3573085,Michel,,Östermalms,59.3441,18.06621,Entire home/apt,1250,21,4,2016-06-30,0.04,1,275,0,
3092308,Urban/Nature Stockholm,4736776,Björn,,Hägersten-Liljeholmens,59.31377,18.01204,Private room,395,2,121,2020-03-10,1.20,1,1,0,
3101290,House with  garden in lovely Enskede,14369794,Anna,,Farsta,59.268788201974004,18.078233877737375,Entire home/apt,2200,6,15,2022-08-03,0.17,1,212,1,
3108437,3/4-Student/Int-ship-room 15 min to Stockholm City,8387566,Mats,,Hägersten-Liljeholmens,59.30472,17.97565,Private room,546,3,11,2022-06-05,0.11,3,266,2,
3113785,Cozy Room Near Town & Nature!,9192286,Askar,,Skärholmens,59.29722,17.942,Private room,650,1,71,2017-11-04,0.70,1,365,0,
3132733,Villa in idyllic part of Bromma,15907809,Emma & Alex,,Bromma,59.32445,17.93222,Entire home/apt,3500,6,11,2022-07-27,0.13,1,0,2,
3135540,Beautiful apartment in city centre,15921456,Jelena,,Södermalms,59.31742,18.07368,Entire home/apt,1750,7,8,2022-08-16,0.09,1,0,3,
3137206,Spacious apartment In the center of Stockholm,15928933,Caroline,,Södermalms,59.31686,18.04892,Entire home/apt,2000,3,4,2018-08-25,0.08,1,232,0,
3146273,Charming 3-room apartment,7992944,Elias,,Norrmalms,59.34044,18.03928,Entire home/apt,1650,5,18,2019-10-06,0.18,1,0,0,
3195118,Trendy city apartment with sea view,16195157,Anna & Björn +Hugo & Filip,,Kungsholmens,59.32778,18.03946,Entire home/apt,2900,5,41,2022-08-14,0.46,1,0,4,
3212751,Best location - Close to everything,8662135,Per,,Bromma,59.33604,17.98558,Private room,580,3,171,2022-09-10,1.70,2,310,17,
3216031,Sunny and spacious in city centre,16287793,Alexander,,Östermalms,59.33799,18.0926,Entire home/apt,793,7,20,2019-11-30,0.20,1,106,0,
3248936,Fin fyra i Hammarby Sjöstad,13482209,Carina,,Södermalms,59.30386,18.09418,Entire home/apt,1700,2,5,2016-05-15,0.06,1,266,0,
3259719,Colorful flat in trendy Sofo,16485609,Arvid,,Södermalms,59.31368,18.09296,Entire home/apt,2000,5,17,2018-08-15,0.19,1,0,0,
3274150,Central location in beautiful park!,16282781,Kerstin,,Östermalms,59.34427,18.08467,Private room,745,1,54,2019-09-13,0.55,1,0,0,
